group	module_no	p-value-rank	log2foldRatio	# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
FFL	8	5	4.682	GO:1901701	BP	e	cellular response to oxygen-containing compound	4/4	828/20424	2.6824659989567367e-06	4	4	0.0034445098814936963	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	6	6.358	GO:0034599	BP	e	cellular response to oxidative stress	3/4	189/20424	3.0987440566648283e-06	5	3	0.0036729651668575645	ENSG00000087245, ENSG00000118689, ENSG00000170345
FFL	8	7	4.605	GO:1901698	BP	e	response to nitrogen compound	4/4	875/20424	3.3466831565478393e-06	3	4	0.0036835029113746896	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	8	9.233	GO:0051412	BP	e	response to corticosterone	2/4	17/20424	3.908718515853178e-06	8	2	0.004015296240718775	ENSG00000118689, ENSG00000170345
FFL	8	9	9.151	GO:0030728	BP	e	ovulation	2/4	18/20424	4.397021110868044e-06	3	2	0.004081102783066832	ENSG00000087245, ENSG00000118689
FFL	8	9	6.181	GO:0048545	BP	e	response to steroid hormone	3/4	214/20424	4.502482141095213e-06	5	3	0.004081102783066832	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	10	4.441	GO:0009719	BP	e	response to endogenous stimulus	4/4	986/20424	5.400402695460142e-06	2	4	0.004308321578172072	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	10	8.999	GO:0035902	BP	e	response to immobilization stress	2/4	20/20424	5.459639698119657e-06	3	2	0.004308321578172072	ENSG00000118689, ENSG00000170345
FFL	8	10	6.079	GO:0062197	BP	e	cellular response to chemical stress	3/4	230/20424	5.591954803260527e-06	4	3	0.004308321578172072	ENSG00000087245, ENSG00000118689, ENSG00000170345
FFL	8	11	6.054	GO:0007568	BP	e	aging	3/4	234/20424	5.889262443634544e-06	2	3	0.004321316428284032	ENSG00000087245, ENSG00000118689, ENSG00000170345
FFL	8	12	5.736	GO:0009410	BP	e	response to xenobiotic stimulus	3/4	293/20424	1.15662998709892e-05	3	3	0.007699284132966849	ENSG00000087245, ENSG00000118689, ENSG00000170345
FFL	8	12	5.707	GO:0032870	BP	e	cellular response to hormone stimulus	3/4	299/20424	1.2291309255809935e-05	5	3	0.007699284132966849	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	12	8.415	GO:0038034	BP	e	signal transduction in absence of ligand	2/4	30/20424	1.2491537628929277e-05	5	2	0.007699284132966849	ENSG00000118689, ENSG00000153094
FFL	8	12	8.415	GO:0097192	BP	e	extrinsic apoptotic signaling pathway in absence of ligand	2/4	30/20424	1.2491537628929277e-05	7	2	0.007699284132966849	ENSG00000118689, ENSG00000153094
FFL	8	13	5.679	GO:1901214	BP	e	regulation of neuron death	3/4	305/20424	1.3045884561802708e-05	5	3	0.007731693662031459	ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	14	8.322	GO:0051385	BP	e	response to mineralocorticoid	2/4	32/20424	1.424136320663283e-05	7	2	0.00812759872781501	ENSG00000118689, ENSG00000170345
FFL	8	15	4.044	GO:1901700	BP	e	response to oxygen-containing compound	4/4	1318/20424	1.7268205605621895e-05	3	4	0.009503063577750992	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	16	4.008	GO:0071310	BP	e	cellular response to organic substance	4/4	1354/20424	1.9235916589779297e-05	4	4	0.009949503025209586	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	16	5.492	GO:0006979	BP	e	response to oxidative stress	3/4	348/20424	1.9370828136562244e-05	3	3	0.009949503025209586	ENSG00000087245, ENSG00000118689, ENSG00000170345
FFL	8	17	5.441	GO:1901652	BP	e	response to peptide	3/4	361/20424	2.162008793760082e-05	5	3	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	17	8.002	GO:1904646	BP	e	cellular response to amyloid-beta	2/4	40/20424	2.2383986064651737e-05	7	2	0.01065733918241092	ENSG00000118689, ENSG00000153094
FFL	8	17	5.402	GO:0071407	BP	e	cellular response to organic cyclic compound	3/4	371/20424	2.3463545985171295e-05	5	3	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	17	7.966	GO:0071392	BP	e	cellular response to estradiol stimulus	2/4	41/20424	2.3530344742639726e-05	6	2	0.01065733918241092	ENSG00000087245, ENSG00000153094
FFL	8	17	3.93	GO:0033554	BP	e	cellular response to stress	4/4	1434/20424	2.420707842068805e-05	3	4	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	18	3.91	GO:0022414	BP	e	reproductive process	4/4	1455/20424	2.5658071685412794e-05	1	4	0.01098236740557016	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	19	7.832	GO:1902895	BP	e	positive regulation of pri-miRNA transcription by RNA polymerase II	2/4	45/20424	2.8401160001181227e-05	12	2	0.011827931742113554	ENSG00000118689, ENSG00000170345
FFL	8	20	7.801	GO:0022602	BP	e	ovulation cycle process	2/4	46/20424	2.969018086474259e-05	2	2	0.01187570103850182	ENSG00000087245, ENSG00000118689
FFL	8	20	5.286	GO:0071396	BP	e	cellular response to lipid	3/4	403/20424	3.0057261373325395e-05	5	3	0.01187570103850182	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	21	7.71	GO:0043525	BP	e	positive regulation of neuron apoptotic process	2/4	49/20424	3.3728314505710395e-05	8	2	0.012992989955462286	ENSG00000118689, ENSG00000153094
FFL	8	22	3.809	GO:0010941	BP	e	regulation of cell death	4/4	1569/20424	3.470516709838222e-05	4	4	0.013043217556560282	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	23	5.188	GO:0071417	BP	e	cellular response to organonitrogen compound	3/4	432/20424	3.700272428144341e-05	5	3	0.013575594725065749	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	24	7.625	GO:0071385	BP	e	cellular response to glucocorticoid stimulus	2/4	52/20424	3.802293679376174e-05	8	2	0.013625475187327317	ENSG00000118689, ENSG00000153094
FFL	8	25	3.733	GO:0070887	BP	e	cellular response to chemical stimulus	4/4	1661/20424	4.3598647443193627e-05	3	4	0.015268444510276603	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	26	7.468	GO:0071384	BP	e	cellular response to corticosteroid stimulus	2/4	58/20424	4.738104097057813e-05	7	2	0.01607792321401231	ENSG00000118689, ENSG00000153094
FFL	8	26	5.058	GO:1901699	BP	e	cellular response to nitrogen compound	3/4	474/20424	4.883200293965153e-05	4	3	0.01607792321401231	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	26	7.444	GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	2/4	59/20424	4.9040326501303036e-05	11	2	0.01607792321401231	ENSG00000118689, ENSG00000170345
FFL	8	27	5.0	GO:0043065	BP	e	positive regulation of apoptotic process	3/4	494/20424	5.5250636481308963e-05	7	3	0.017736605365426872	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	28	4.961	GO:0043068	BP	e	positive regulation of programmed cell death	3/4	508/20424	6.0061066340044094e-05	6	3	0.018887366759872234	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	29	3.566	GO:0007166	BP	e	cell surface receptor signaling pathway	4/4	1884/20424	7.219448401594791e-05	5	4	0.02224889608403483	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	30	7.081	GO:0071383	BP	e	cellular response to steroid hormone stimulus	2/4	76/20424	8.159532221241888e-05	6	2	0.024652986666101225	ENSG00000118689, ENSG00000153094
FFL	8	31	4.794	GO:0048609	BP	e	multicellular organismal reproductive process	3/4	573/20424	8.603991269079746e-05	2	3	0.025495942589471115	ENSG00000087245, ENSG00000118689, ENSG00000153094
FFL	8	32	3.421	GO:0010033	BP	e	response to organic substance	4/4	2103/20424	0.00011211964530222675	3	4	0.03259720027286815	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
FFL	8	33	6.823	GO:0097191	BP	e	extrinsic apoptotic signaling pathway	2/4	91/20424	0.00011712456414634527	6	2	0.033421711276500635	ENSG00000118689, ENSG00000153094
FFL	8	34	6.747	GO:0045639	BP	e	positive regulation of myeloid cell differentiation	2/4	96/20424	0.00013038174132343677	7	2	0.03652822276459704	ENSG00000118689, ENSG00000170345
FFL	8	35	6.688	GO:0044706	BP	e	multi-multicellular organism process	2/4	100/20424	0.00014149575171116104	2	2	0.03893407210923715	ENSG00000087245, ENSG00000170345
FFL	8	36	6.565	GO:0044703	BP	e	multi-organism reproductive process	2/4	109/20424	0.00016815218453535106	2	2	0.045457140552723235	ENSG00000087245, ENSG00000170345
FFL	8	37	6.539	GO:0034614	BP	e	cellular response to reactive oxygen species	2/4	111/20424	0.00017438576807743056	6	2	0.0463294879362953	ENSG00000087245, ENSG00000170345
FFL	2	1	5.662	GO:0009615	BP	e	response to virus	7/9	320/20424	7.610070181729668e-12	5	7	1.1726357143027246e-07	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	2	5.975	GO:0140546	BP	e	defense response to symbiont	6/9	220/20424	1.193089040291192e-10	6	6	6.128103007282326e-07	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	2	5.975	GO:0051607	BP	e	defense response to virus	6/9	220/20424	1.193089040291192e-10	7	6	6.128103007282326e-07	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	3	5.326	GO:0019221	BP	e	cytokine-mediated signaling pathway	6/9	348/20424	1.8861390713115756e-09	6	6	7.265879237460017e-06	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	4	7.402	GO:0098586	BP	e	cellular response to virus	4/9	54/20424	5.444031598941307e-09	6	4	1.677741658161732e-05	ENSG00000109320, ENSG00000169245, ENSG00000171855, ENSG00000185507
FFL	2	5	4.746	GO:0002252	BP	e	immune effector process	6/9	527/20424	2.256382627830772e-08	2	6	5.794766652040728e-05	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	6	4.032	GO:0051707	BP	e	response to other organism	7/9	1034/20424	2.750968515515829e-08	4	7	6.0556676936547725e-05	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	7	8.489	GO:0060337	BP	e	type I interferon signaling pathway	3/9	19/20424	5.712997378618405e-08	7	3	0.00011003947075891377	ENSG00000115415, ENSG00000171855, ENSG00000185507
FFL	2	8	3.827	GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	7/9	1204/20424	7.885659558227761e-08	11	7	0.0001241097467052644	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	8	3.807	GO:0043207	BP	e	response to external biotic stimulus	7/9	1222/20424	8.73689469649765e-08	3	7	0.0001241097467052644	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	8	2.819	GO:0010604	BP	e	positive regulation of macromolecule metabolic process	9/9	3371/20424	9.009180532348689e-08	5	9	0.0001241097467052644	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	8	3.788	GO:0006952	BP	e	defense response	7/9	1240/20424	9.665240836285111e-08	3	7	0.0001241097467052644	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	9	3.771	GO:0009607	BP	e	response to biotic stimulus	7/9	1256/20424	1.0559756614731709e-07	2	7	0.0001251656074433853	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	10	3.734	GO:0044419	BP	e	biological process involved in interspecies interaction between organisms	7/9	1291/20424	1.2765308613622228e-07	1	7	0.00014050045744807494	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	11	4.327	GO:0001817	BP	e	regulation of cytokine production	6/9	714/20424	1.372486844543737e-07	6	6	0.00014099099858382963	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	12	2.713	GO:0009893	BP	e	positive regulation of metabolic process	9/9	3674/20424	1.956554737471979e-07	4	9	0.00018842844968566078	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	13	4.123	GO:0098542	BP	e	defense response to other organism	6/9	829/20424	3.3222181081495475e-07	5	6	0.0003011297578145669	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	14	4.845	GO:0071345	BP	e	cellular response to cytokine stimulus	5/9	409/20424	3.706603082363851e-07	5	5	0.0003173058160896921	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000171855, ENSG00000173039
FFL	2	15	3.44	GO:0045893	BP	e	positive regulation of transcription, DNA-templated	7/9	1612/20424	5.885589576168253e-07	10	7	0.000422880405431123	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	15	3.44	GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	7/9	1612/20424	5.885589576168253e-07	9	7	0.000422880405431123	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	15	3.989	GO:0032101	BP	e	regulation of response to external stimulus	6/9	915/20424	5.949710043295742e-07	4	6	0.000422880405431123	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	15	3.435	GO:1902680	BP	e	positive regulation of RNA biosynthetic process	7/9	1618/20424	6.037620169696091e-07	8	7	0.000422880405431123	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	16	5.631	GO:0009612	BP	e	response to mechanical stimulus	4/9	187/20424	8.272997345785797e-07	3	4	0.0005542548526139711	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000173039
FFL	2	17	3.364	GO:0051254	BP	e	positive regulation of RNA metabolic process	7/9	1709/20424	8.787592392500925e-07	7	7	0.0005642000465668615	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	18	4.491	GO:0034097	BP	e	response to cytokine	5/9	528/20424	1.3102451931726032e-06	4	5	0.0007953764126710893	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000171855, ENSG00000173039
FFL	2	18	3.284	GO:0009605	BP	e	response to external stimulus	7/9	1818/20424	1.3420589739404454e-06	2	7	0.0007953764126710893	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	19	3.272	GO:0002376	BP	e	immune system process	7/9	1835/20424	1.4303033637525436e-06	1	7	0.0008153598200349176	ENSG00000077150, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	19	3.261	GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	7/9	1850/20424	1.512213137806771e-06	6	7	0.0008153598200349176	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	19	6.963	GO:0043331	BP	e	response to dsRNA	3/9	55/20424	1.5345210449096378e-06	5	3	0.0008153598200349176	ENSG00000109320, ENSG00000171855, ENSG00000233816
FFL	2	20	2.824	GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	8/9	2985/20424	1.6177089234807326e-06	5	8	0.0008309092267304869	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	21	3.231	GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	7/9	1894/20424	1.7758569558984767e-06	6	7	0.0008827154784980525	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	22	3.193	GO:0031328	BP	e	positive regulation of cellular biosynthetic process	7/9	1951/20424	2.1746131030621075e-06	6	7	0.0010471441657838754	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	23	4.327	GO:0031347	BP	e	regulation of defense response	5/9	595/20424	2.3596529804679643e-06	5	5	0.0011018149326069958	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	24	3.17	GO:0009891	BP	e	positive regulation of biosynthetic process	7/9	1985/20424	2.4468386942716087e-06	5	7	0.0011089216894126829	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	25	2.744	GO:0031325	BP	e	positive regulation of cellular metabolic process	8/9	3186/20424	2.6988613309086044e-06	5	8	0.0011881929785134482	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	26	3.634	GO:0006955	BP	e	immune response	6/9	1193/20424	2.828805829169163e-06	2	6	0.0012108074728241008	ENSG00000077150, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	27	9.343	GO:0071316	BP	e	cellular response to nicotine	2/9	7/20424	3.6207219953633193e-06	4	2	0.0014332439151557197	ENSG00000109320, ENSG00000173039
FFL	2	27	9.343	GO:2000630	BP	e	positive regulation of miRNA metabolic process	2/9	7/20424	3.6207219953633193e-06	8	2	0.0014332439151557197	ENSG00000109320, ENSG00000173039
FFL	2	27	3.097	GO:0010033	BP	e	response to organic substance	7/9	2103/20424	3.627523699855479e-06	3	7	0.0014332439151557197	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000233816
FFL	2	29	4.076	GO:0014070	BP	e	response to organic cyclic compound	5/9	715/20424	5.811727539081539e-06	4	5	0.002227594685173285	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000233816
FFL	2	29	3.467	GO:0071310	BP	e	cellular response to organic substance	6/9	1354/20424	5.927145310669394e-06	4	6	0.002227594685173285	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039
FFL	2	30	2.257	GO:0050896	BP	e	response to stimulus	9/9	5402/20424	6.303675758809566e-06	1	9	0.002312698565892776	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
FFL	2	31	3.425	GO:0042981	BP	e	regulation of apoptotic process	6/9	1398/20424	7.141374995694273e-06	6	6	0.002559103425782629	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	32	3.399	GO:0043067	BP	e	regulation of programmed cell death	6/9	1426/20424	8.015389980251949e-06	5	6	0.002807026004675052	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	33	8.692	GO:2000628	BP	e	regulation of miRNA metabolic process	2/9	11/20424	9.474178069771964e-06	7	2	0.0032441691083803597	ENSG00000109320, ENSG00000173039
FFL	2	34	8.567	GO:1904385	BP	e	cellular response to angiotensin	2/9	12/20424	1.136641554045452e-05	8	2	0.0038075021100622544	ENSG00000109320, ENSG00000173039
FFL	2	35	2.855	GO:0006357	BP	e	regulation of transcription by RNA polymerase II	7/9	2547/20424	1.3316167811977836e-05	10	7	0.004365719783292904	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
FFL	2	36	3.275	GO:0010941	BP	e	regulation of cell death	6/9	1569/20424	1.3965075864847085e-05	4	6	0.004403376641377306	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
